participant_id,statement_id,label_visible,actual_source,known_truth,predicted_truthfulness,correct,confidence,trustworthiness,perceived_source,presurvey_ai_familiarity,presurvey_ai_trust,presurvey_skepticism,presurvey_fact_checking,presurvey_baseline_confidence,age,gender,nationality,education,persona_ai_familiarity,persona_ai_trust,persona_ai_literacy,persona_general_confidence,persona_reasoning_style,persona_online_content_skepticism,knowledge_geography_history,knowledge_science_health,knowledge_entertainment_literature,knowledge_technology_internet,topic_familiarity,source_file
385,TS0,1,human,True,true,1.0,4.0,5.0,,6,4,5,3,5,23,nonbinary,Canadian,some_college,6,4,4,5,mixed,moderate,1,5,5,5,7,truth_source_labeled_persona_385.json
385,TS71,1,ai,False,false,1.0,2.0,2.0,,6,4,5,3,5,23,nonbinary,Canadian,some_college,6,4,4,5,mixed,moderate,1,5,5,5,7,truth_source_labeled_persona_385.json
385,TS50,1,ai,True,true,1.0,4.0,3.0,,6,4,5,3,5,23,nonbinary,Canadian,some_college,6,4,4,5,mixed,moderate,1,5,5,5,7,truth_source_labeled_persona_385.json
385,TS54,1,ai,True,true,1.0,5.0,6.0,,6,4,5,3,5,23,nonbinary,Canadian,some_college,6,4,4,5,mixed,moderate,1,5,5,5,7,truth_source_labeled_persona_385.json
385,TS38,1,human,False,unsure,,4.0,5.0,,6,4,5,3,5,23,nonbinary,Canadian,some_college,6,4,4,5,mixed,moderate,1,5,5,5,7,truth_source_labeled_persona_385.json
386,TS30,1,human,False,false,1.0,6.0,2.0,,4,3,5,4,5,21,nonbinary,British,vocational_training,7,1,3,4,mixed,moderate,6,5,4,5,3,truth_source_labeled_persona_386.json
386,TS0,1,human,True,true,1.0,4.0,5.0,,4,3,5,4,5,21,nonbinary,British,vocational_training,7,1,3,4,mixed,moderate,6,5,4,5,3,truth_source_labeled_persona_386.json
386,TS54,1,ai,True,true,1.0,6.0,3.0,,4,3,5,4,5,21,nonbinary,British,vocational_training,7,1,3,4,mixed,moderate,6,5,4,5,3,truth_source_labeled_persona_386.json
386,TS38,1,human,False,false,1.0,4.0,2.0,,4,3,5,4,5,21,nonbinary,British,vocational_training,7,1,3,4,mixed,moderate,6,5,4,5,3,truth_source_labeled_persona_386.json
386,TS71,1,ai,False,false,1.0,1.0,1.0,,4,3,5,4,5,21,nonbinary,British,vocational_training,7,1,3,4,mixed,moderate,6,5,4,5,3,truth_source_labeled_persona_386.json
387,TS0,1,human,True,false,0.0,4.0,2.0,,2,1,5,6,3,24,woman,US,bachelors_degree,2,1,7,1,intuitive,low,3,5,6,4,3,truth_source_labeled_persona_387.json
387,TS71,1,ai,False,false,1.0,5.0,3.0,,2,1,5,6,3,24,woman,US,bachelors_degree,2,1,7,1,intuitive,low,3,5,6,4,3,truth_source_labeled_persona_387.json
387,TS60,1,ai,False,false,1.0,5.0,2.0,,2,1,5,6,3,24,woman,US,bachelors_degree,2,1,7,1,intuitive,low,3,5,6,4,3,truth_source_labeled_persona_387.json
387,TS50,1,ai,True,true,1.0,6.0,5.0,,2,1,5,6,3,24,woman,US,bachelors_degree,2,1,7,1,intuitive,low,3,5,6,4,3,truth_source_labeled_persona_387.json
387,TS54,1,ai,True,true,1.0,6.0,5.0,,2,1,5,6,3,24,woman,US,bachelors_degree,2,1,7,1,intuitive,low,3,5,6,4,3,truth_source_labeled_persona_387.json
388,TS71,1,ai,False,false,1.0,5.0,2.0,,4,3,6,5,2,24,man,US,undergraduate,1,4,7,6,analytical,high,1,4,4,4,3,truth_source_labeled_persona_388.json
388,TS54,1,ai,True,true,1.0,6.0,6.0,,4,3,6,5,2,24,man,US,undergraduate,1,4,7,6,analytical,high,1,4,4,4,3,truth_source_labeled_persona_388.json
388,TS50,1,ai,True,true,1.0,7.0,6.0,,4,3,6,5,2,24,man,US,undergraduate,1,4,7,6,analytical,high,1,4,4,4,3,truth_source_labeled_persona_388.json
388,TS0,1,human,True,true,1.0,6.0,5.0,,4,3,6,5,2,24,man,US,undergraduate,1,4,7,6,analytical,high,1,4,4,4,3,truth_source_labeled_persona_388.json
388,TS31,1,human,False,false,1.0,5.0,2.0,,4,3,6,5,2,24,man,US,undergraduate,1,4,7,6,analytical,high,1,4,4,4,3,truth_source_labeled_persona_388.json
389,TS38,1,human,False,unsure,,4.0,2.0,,4,3,5,4,2,25,nonbinary,Australian,graduate_student,4,3,3,7,analytical,moderate,6,5,4,2,1,truth_source_labeled_persona_389.json
389,TS0,1,human,True,true,1.0,5.0,4.0,,4,3,5,4,2,25,nonbinary,Australian,graduate_student,4,3,3,7,analytical,moderate,6,5,4,2,1,truth_source_labeled_persona_389.json
389,TS54,1,ai,True,true,1.0,6.0,5.0,,4,3,5,4,2,25,nonbinary,Australian,graduate_student,4,3,3,7,analytical,moderate,6,5,4,2,1,truth_source_labeled_persona_389.json
389,TS71,1,ai,False,false,1.0,2.0,2.0,,4,3,5,4,2,25,nonbinary,Australian,graduate_student,4,3,3,7,analytical,moderate,6,5,4,2,1,truth_source_labeled_persona_389.json
389,TS50,1,ai,True,true,1.0,6.0,5.0,,4,3,5,4,2,25,nonbinary,Australian,graduate_student,4,3,3,7,analytical,moderate,6,5,4,2,1,truth_source_labeled_persona_389.json
390,TS66,1,ai,False,false,1.0,6.0,2.0,,6,5,6,4,3,20,prefer_not_to_say,British,undergraduate,6,5,5,4,analytical,moderate,1,2,4,2,6,truth_source_labeled_persona_390.json
390,TS71,1,ai,False,false,1.0,6.0,2.0,,6,5,6,4,3,20,prefer_not_to_say,British,undergraduate,6,5,5,4,analytical,moderate,1,2,4,2,6,truth_source_labeled_persona_390.json
390,TS50,1,ai,True,true,1.0,6.0,5.0,,6,5,6,4,3,20,prefer_not_to_say,British,undergraduate,6,5,5,4,analytical,moderate,1,2,4,2,6,truth_source_labeled_persona_390.json
390,TS0,1,human,True,true,1.0,4.0,5.0,,6,5,6,4,3,20,prefer_not_to_say,British,undergraduate,6,5,5,4,analytical,moderate,1,2,4,2,6,truth_source_labeled_persona_390.json
390,TS38,1,human,False,false,1.0,4.0,6.0,,6,5,6,4,3,20,prefer_not_to_say,British,undergraduate,6,5,5,4,analytical,moderate,1,2,4,2,6,truth_source_labeled_persona_390.json
391,TS9,1,human,True,unsure,,4.0,5.0,,4,2,5,6,4,20,nonbinary,Canadian,high_school_or_equivalent,4,2,6,4,intuitive,moderate,3,3,4,4,4,truth_source_labeled_persona_391.json
391,TS54,1,ai,True,true,1.0,6.0,2.0,,4,2,5,6,4,20,nonbinary,Canadian,high_school_or_equivalent,4,2,6,4,intuitive,moderate,3,3,4,4,4,truth_source_labeled_persona_391.json
391,TS79,1,ai,False,false,1.0,7.0,2.0,,4,2,5,6,4,20,nonbinary,Canadian,high_school_or_equivalent,4,2,6,4,intuitive,moderate,3,3,4,4,4,truth_source_labeled_persona_391.json
391,TS31,1,human,False,false,1.0,6.0,5.0,,4,2,5,6,4,20,nonbinary,Canadian,high_school_or_equivalent,4,2,6,4,intuitive,moderate,3,3,4,4,4,truth_source_labeled_persona_391.json
391,TS49,1,ai,True,true,1.0,6.0,4.0,,4,2,5,6,4,20,nonbinary,Canadian,high_school_or_equivalent,4,2,6,4,intuitive,moderate,3,3,4,4,4,truth_source_labeled_persona_391.json
392,TS49,1,ai,True,true,1.0,4.0,3.0,,4,6,5,3,5,21,prefer_not_to_say,Australian,high_school_or_equivalent,6,6,5,5,mixed,moderate,6,4,1,6,3,truth_source_labeled_persona_392.json
392,TS31,1,human,False,false,1.0,5.0,6.0,,4,6,5,3,5,21,prefer_not_to_say,Australian,high_school_or_equivalent,6,6,5,5,mixed,moderate,6,4,1,6,3,truth_source_labeled_persona_392.json
392,TS8,1,human,True,true,1.0,6.0,7.0,,4,6,5,3,5,21,prefer_not_to_say,Australian,high_school_or_equivalent,6,6,5,5,mixed,moderate,6,4,1,6,3,truth_source_labeled_persona_392.json
392,TS54,1,ai,True,true,1.0,5.0,4.0,,4,6,5,3,5,21,prefer_not_to_say,Australian,high_school_or_equivalent,6,6,5,5,mixed,moderate,6,4,1,6,3,truth_source_labeled_persona_392.json
392,TS0,1,human,True,false,0.0,4.0,6.0,,4,6,5,3,5,21,prefer_not_to_say,Australian,high_school_or_equivalent,6,6,5,5,mixed,moderate,6,4,1,6,3,truth_source_labeled_persona_392.json
393,TS0,1,human,True,unsure,,3.0,4.0,,4,1,5,3,2,20,prefer_not_to_say,US,undergraduate,4,1,4,6,analytical,moderate,4,2,2,5,2,truth_source_labeled_persona_393.json
393,TS50,1,ai,True,true,1.0,4.0,3.0,,4,1,5,3,2,20,prefer_not_to_say,US,undergraduate,4,1,4,6,analytical,moderate,4,2,2,5,2,truth_source_labeled_persona_393.json
393,TS31,1,human,False,false,1.0,2.0,5.0,,4,1,5,3,2,20,prefer_not_to_say,US,undergraduate,4,1,4,6,analytical,moderate,4,2,2,5,2,truth_source_labeled_persona_393.json
393,TS54,1,ai,True,true,1.0,6.0,2.0,,4,1,5,3,2,20,prefer_not_to_say,US,undergraduate,4,1,4,6,analytical,moderate,4,2,2,5,2,truth_source_labeled_persona_393.json
393,TS71,1,ai,False,false,1.0,6.0,2.0,,4,1,5,3,2,20,prefer_not_to_say,US,undergraduate,4,1,4,6,analytical,moderate,4,2,2,5,2,truth_source_labeled_persona_393.json
394,TS50,1,ai,True,true,1.0,4.0,2.0,,4,3,5,5,4,20,prefer_not_to_say,Canadian,bachelors_degree,4,3,7,4,analytical,low,6,4,1,4,6,truth_source_labeled_persona_394.json
394,TS66,1,ai,False,false,1.0,6.0,2.0,,4,3,5,5,4,20,prefer_not_to_say,Canadian,bachelors_degree,4,3,7,4,analytical,low,6,4,1,4,6,truth_source_labeled_persona_394.json
394,TS49,1,ai,True,true,1.0,5.0,4.0,,4,3,5,5,4,20,prefer_not_to_say,Canadian,bachelors_degree,4,3,7,4,analytical,low,6,4,1,4,6,truth_source_labeled_persona_394.json
394,TS0,1,human,True,true,1.0,4.0,5.0,,4,3,5,5,4,20,prefer_not_to_say,Canadian,bachelors_degree,4,3,7,4,analytical,low,6,4,1,4,6,truth_source_labeled_persona_394.json
394,TS31,1,human,False,false,1.0,6.0,4.0,,4,3,5,5,4,20,prefer_not_to_say,Canadian,bachelors_degree,4,3,7,4,analytical,low,6,4,1,4,6,truth_source_labeled_persona_394.json
395,TS50,1,ai,True,true,1.0,5.0,2.0,,4,3,6,5,4,22,woman,Canadian,vocational_training,1,3,4,7,analytical,low,4,4,3,4,2,truth_source_labeled_persona_395.json
395,TS31,1,human,False,false,1.0,5.0,4.0,,4,3,6,5,4,22,woman,Canadian,vocational_training,1,3,4,7,analytical,low,4,4,3,4,2,truth_source_labeled_persona_395.json
395,TS9,1,human,True,true,1.0,5.0,6.0,,4,3,6,5,4,22,woman,Canadian,vocational_training,1,3,4,7,analytical,low,4,4,3,4,2,truth_source_labeled_persona_395.json
395,TS54,1,ai,True,true,1.0,6.0,5.0,,4,3,6,5,4,22,woman,Canadian,vocational_training,1,3,4,7,analytical,low,4,4,3,4,2,truth_source_labeled_persona_395.json
395,TS49,1,ai,True,true,1.0,6.0,6.0,,4,3,6,5,4,22,woman,Canadian,vocational_training,1,3,4,7,analytical,low,4,4,3,4,2,truth_source_labeled_persona_395.json
396,TS50,1,ai,True,true,1.0,4.0,2.0,,6,3,5,4,2,19,woman,Australian,undergraduate,6,3,4,7,mixed,high,6,6,6,4,6,truth_source_labeled_persona_396.json
396,TS9,1,human,True,true,1.0,6.0,5.0,,6,3,5,4,2,19,woman,Australian,undergraduate,6,3,4,7,mixed,high,6,6,6,4,6,truth_source_labeled_persona_396.json
396,TS31,1,human,False,false,1.0,2.0,4.0,,6,3,5,4,2,19,woman,Australian,undergraduate,6,3,4,7,mixed,high,6,6,6,4,6,truth_source_labeled_persona_396.json
396,TS54,1,ai,True,true,1.0,6.0,2.0,,6,3,5,4,2,19,woman,Australian,undergraduate,6,3,4,7,mixed,high,6,6,6,4,6,truth_source_labeled_persona_396.json
396,TS49,1,ai,True,true,1.0,6.0,4.0,,6,3,5,4,2,19,woman,Australian,undergraduate,6,3,4,7,mixed,high,6,6,6,4,6,truth_source_labeled_persona_396.json
397,TS21,1,human,False,false,1.0,5.0,3.0,,4,1,5,2,3,20,nonbinary,Dutch,some_college,4,1,3,4,analytical,moderate,4,6,3,5,4,truth_source_labeled_persona_397.json
397,TS31,1,human,False,false,1.0,6.0,2.0,,4,1,5,2,3,20,nonbinary,Dutch,some_college,4,1,3,4,analytical,moderate,4,6,3,5,4,truth_source_labeled_persona_397.json
397,TS54,1,ai,True,true,1.0,6.0,5.0,,4,1,5,2,3,20,nonbinary,Dutch,some_college,4,1,3,4,analytical,moderate,4,6,3,5,4,truth_source_labeled_persona_397.json
397,TS50,1,ai,True,true,1.0,5.0,6.0,,4,1,5,2,3,20,nonbinary,Dutch,some_college,4,1,3,4,analytical,moderate,4,6,3,5,4,truth_source_labeled_persona_397.json
397,TS49,1,ai,True,true,1.0,6.0,6.0,,4,1,5,2,3,20,nonbinary,Dutch,some_college,4,1,3,4,analytical,moderate,4,6,3,5,4,truth_source_labeled_persona_397.json
398,TS31,1,human,False,false,1.0,6.0,2.0,,2,4,5,3,2,18,woman,Canadian,some_college,2,4,3,4,mixed,low,3,4,2,2,4,truth_source_labeled_persona_398.json
398,TS35,1,human,False,false,1.0,4.0,5.0,,2,4,5,3,2,18,woman,Canadian,some_college,2,4,3,4,mixed,low,3,4,2,2,4,truth_source_labeled_persona_398.json
398,TS21,1,human,False,false,1.0,3.0,4.0,,2,4,5,3,2,18,woman,Canadian,some_college,2,4,3,4,mixed,low,3,4,2,2,4,truth_source_labeled_persona_398.json
398,TS66,1,ai,False,false,1.0,6.0,2.0,,2,4,5,3,2,18,woman,Canadian,some_college,2,4,3,4,mixed,low,3,4,2,2,4,truth_source_labeled_persona_398.json
398,TS79,1,ai,False,false,1.0,6.0,2.0,,2,4,5,3,2,18,woman,Canadian,some_college,2,4,3,4,mixed,low,3,4,2,2,4,truth_source_labeled_persona_398.json
399,TS60,1,ai,False,false,1.0,6.0,2.0,,5,7,2,3,4,21,prefer_not_to_say,US,high_school_or_equivalent,5,7,6,2,mixed,moderate,2,5,4,6,2,truth_source_labeled_persona_399.json
399,TS21,1,human,False,false,1.0,5.0,6.0,,5,7,2,3,4,21,prefer_not_to_say,US,high_school_or_equivalent,5,7,6,2,mixed,moderate,2,5,4,6,2,truth_source_labeled_persona_399.json
399,TS42,1,ai,True,true,1.0,6.0,4.0,,5,7,2,3,4,21,prefer_not_to_say,US,high_school_or_equivalent,5,7,6,2,mixed,moderate,2,5,4,6,2,truth_source_labeled_persona_399.json
399,TS49,1,ai,True,true,1.0,6.0,5.0,,5,7,2,3,4,21,prefer_not_to_say,US,high_school_or_equivalent,5,7,6,2,mixed,moderate,2,5,4,6,2,truth_source_labeled_persona_399.json
399,TS79,1,ai,False,false,1.0,6.0,3.0,,5,7,2,3,4,21,prefer_not_to_say,US,high_school_or_equivalent,5,7,6,2,mixed,moderate,2,5,4,6,2,truth_source_labeled_persona_399.json
400,TS49,1,ai,True,true,1.0,5.0,3.0,,5,4,6,5,3,18,man,British,graduate_student,5,4,3,1,mixed,moderate,5,4,7,2,4,truth_source_labeled_persona_400.json
400,TS66,1,ai,False,false,1.0,6.0,2.0,,5,4,6,5,3,18,man,British,graduate_student,5,4,3,1,mixed,moderate,5,4,7,2,4,truth_source_labeled_persona_400.json
400,TS50,1,ai,True,true,1.0,6.0,5.0,,5,4,6,5,3,18,man,British,graduate_student,5,4,3,1,mixed,moderate,5,4,7,2,4,truth_source_labeled_persona_400.json
400,TS31,1,human,False,false,1.0,4.0,6.0,,5,4,6,5,3,18,man,British,graduate_student,5,4,3,1,mixed,moderate,5,4,7,2,4,truth_source_labeled_persona_400.json
400,TS9,1,human,True,true,1.0,6.0,5.0,,5,4,6,5,3,18,man,British,graduate_student,5,4,3,1,mixed,moderate,5,4,7,2,4,truth_source_labeled_persona_400.json
401,TS31,1,human,False,false,1.0,6.0,2.0,,2,4,5,3,2,21,nonbinary,German,vocational_training,1,6,4,6,mixed,low,5,4,1,4,1,truth_source_labeled_persona_401.json
401,TS9,1,human,True,true,1.0,5.0,4.0,,2,4,5,3,2,21,nonbinary,German,vocational_training,1,6,4,6,mixed,low,5,4,1,4,1,truth_source_labeled_persona_401.json
401,TS49,1,ai,True,true,1.0,6.0,3.0,,2,4,5,3,2,21,nonbinary,German,vocational_training,1,6,4,6,mixed,low,5,4,1,4,1,truth_source_labeled_persona_401.json
401,TS50,1,ai,True,true,1.0,5.0,5.0,,2,4,5,3,2,21,nonbinary,German,vocational_training,1,6,4,6,mixed,low,5,4,1,4,1,truth_source_labeled_persona_401.json
401,TS66,1,ai,False,false,1.0,1.0,1.0,,2,4,5,3,2,21,nonbinary,German,vocational_training,1,6,4,6,mixed,low,5,4,1,4,1,truth_source_labeled_persona_401.json
402,TS66,1,ai,False,false,1.0,6.0,2.0,,4,4,5,3,4,24,nonbinary,Canadian,some_college,4,4,7,5,mixed,moderate,4,7,4,3,2,truth_source_labeled_persona_402.json
402,TS49,1,ai,True,true,1.0,6.0,5.0,,4,4,5,3,4,24,nonbinary,Canadian,some_college,4,4,7,5,mixed,moderate,4,7,4,3,2,truth_source_labeled_persona_402.json
402,TS79,1,ai,False,false,1.0,7.0,1.0,,4,4,5,3,4,24,nonbinary,Canadian,some_college,4,4,7,5,mixed,moderate,4,7,4,3,2,truth_source_labeled_persona_402.json
402,TS9,1,human,True,true,1.0,5.0,6.0,,4,4,5,3,4,24,nonbinary,Canadian,some_college,4,4,7,5,mixed,moderate,4,7,4,3,2,truth_source_labeled_persona_402.json
402,TS31,1,human,False,false,1.0,4.0,3.0,,4,4,5,3,4,24,nonbinary,Canadian,some_college,4,4,7,5,mixed,moderate,4,7,4,3,2,truth_source_labeled_persona_402.json
403,TS9,1,human,True,true,1.0,4.0,5.0,,6,3,4,5,4,23,nonbinary,Canadian,graduate_student,6,3,3,6,mixed,moderate,7,4,6,7,3,truth_source_labeled_persona_403.json
403,TS79,1,ai,False,false,1.0,6.0,2.0,,6,3,4,5,4,23,nonbinary,Canadian,graduate_student,6,3,3,6,mixed,moderate,7,4,6,7,3,truth_source_labeled_persona_403.json
403,TS31,1,human,False,false,1.0,6.0,5.0,,6,3,4,5,4,23,nonbinary,Canadian,graduate_student,6,3,3,6,mixed,moderate,7,4,6,7,3,truth_source_labeled_persona_403.json
403,TS66,1,ai,False,false,1.0,6.0,2.0,,6,3,4,5,4,23,nonbinary,Canadian,graduate_student,6,3,3,6,mixed,moderate,7,4,6,7,3,truth_source_labeled_persona_403.json
403,TS49,1,ai,True,true,1.0,6.0,5.0,,6,3,4,5,4,23,nonbinary,Canadian,graduate_student,6,3,3,6,mixed,moderate,7,4,6,7,3,truth_source_labeled_persona_403.json
404,TS50,1,ai,True,true,1.0,4.0,2.0,,2,3,5,4,2,24,woman,Australian,bachelors_degree,1,3,4,5,analytical,high,7,1,2,1,3,truth_source_labeled_persona_404.json
404,TS9,1,human,True,true,1.0,5.0,6.0,,2,3,5,4,2,24,woman,Australian,bachelors_degree,1,3,4,5,analytical,high,7,1,2,1,3,truth_source_labeled_persona_404.json
404,TS6,1,human,True,true,1.0,2.0,5.0,,2,3,5,4,2,24,woman,Australian,bachelors_degree,1,3,4,5,analytical,high,7,1,2,1,3,truth_source_labeled_persona_404.json
404,TS66,1,ai,False,false,1.0,2.0,1.0,,2,3,5,4,2,24,woman,Australian,bachelors_degree,1,3,4,5,analytical,high,7,1,2,1,3,truth_source_labeled_persona_404.json
404,TS75,1,ai,False,false,1.0,6.0,2.0,,2,3,5,4,2,24,woman,Australian,bachelors_degree,1,3,4,5,analytical,high,7,1,2,1,3,truth_source_labeled_persona_404.json
405,TS9,1,human,True,true,1.0,5.0,4.0,,3,4,6,2,5,24,prefer_not_to_say,US,undergraduate,3,3,4,1,intuitive,high,4,4,5,1,4,truth_source_labeled_persona_405.json
405,TS31,1,human,False,false,1.0,6.0,3.0,,3,4,6,2,5,24,prefer_not_to_say,US,undergraduate,3,3,4,1,intuitive,high,4,4,5,1,4,truth_source_labeled_persona_405.json
405,TS66,1,ai,False,false,1.0,6.0,2.0,,3,4,6,2,5,24,prefer_not_to_say,US,undergraduate,3,3,4,1,intuitive,high,4,4,5,1,4,truth_source_labeled_persona_405.json
405,TS49,1,ai,True,true,1.0,6.0,5.0,,3,4,6,2,5,24,prefer_not_to_say,US,undergraduate,3,3,4,1,intuitive,high,4,4,5,1,4,truth_source_labeled_persona_405.json
405,TS50,1,ai,True,true,1.0,6.0,5.0,,3,4,6,2,5,24,prefer_not_to_say,US,undergraduate,3,3,4,1,intuitive,high,4,4,5,1,4,truth_source_labeled_persona_405.json
406,TS31,1,human,False,false,1.0,6.0,2.0,,3,2,6,5,4,25,man,US,vocational_training,7,1,3,4,mixed,high,3,1,4,2,5,truth_source_labeled_persona_406.json
406,TS66,1,ai,False,false,1.0,7.0,1.0,,3,2,6,5,4,25,man,US,vocational_training,7,1,3,4,mixed,high,3,1,4,2,5,truth_source_labeled_persona_406.json
406,TS50,1,ai,True,true,1.0,6.0,5.0,,3,2,6,5,4,25,man,US,vocational_training,7,1,3,4,mixed,high,3,1,4,2,5,truth_source_labeled_persona_406.json
406,TS49,1,ai,True,true,1.0,5.0,6.0,,3,2,6,5,4,25,man,US,vocational_training,7,1,3,4,mixed,high,3,1,4,2,5,truth_source_labeled_persona_406.json
406,TS9,1,human,True,true,1.0,4.0,5.0,,3,2,6,5,4,25,man,US,vocational_training,7,1,3,4,mixed,high,3,1,4,2,5,truth_source_labeled_persona_406.json
407,TS31,1,human,False,false,1.0,6.0,2.0,,4,2,6,5,3,21,man,US,high_school_or_equivalent,4,2,7,1,intuitive,low,7,2,6,3,7,truth_source_labeled_persona_407.json
407,TS79,1,ai,False,false,1.0,7.0,1.0,,4,2,6,5,3,21,man,US,high_school_or_equivalent,4,2,7,1,intuitive,low,7,2,6,3,7,truth_source_labeled_persona_407.json
407,TS9,1,human,True,true,1.0,6.0,5.0,,4,2,6,5,3,21,man,US,high_school_or_equivalent,4,2,7,1,intuitive,low,7,2,6,3,7,truth_source_labeled_persona_407.json
407,TS49,1,ai,True,true,1.0,6.0,4.0,,4,2,6,5,3,21,man,US,high_school_or_equivalent,4,2,7,1,intuitive,low,7,2,6,3,7,truth_source_labeled_persona_407.json
407,TS66,1,ai,False,false,1.0,7.0,1.0,,4,2,6,5,3,21,man,US,high_school_or_equivalent,4,2,7,1,intuitive,low,7,2,6,3,7,truth_source_labeled_persona_407.json
408,TS50,1,ai,True,true,1.0,5.0,3.0,,3,2,4,5,6,22,woman,Dutch,some_college,1,2,1,7,mixed,moderate,1,5,7,3,4,truth_source_labeled_persona_408.json
408,TS31,1,human,False,false,1.0,6.0,4.0,,3,2,4,5,6,22,woman,Dutch,some_college,1,2,1,7,mixed,moderate,1,5,7,3,4,truth_source_labeled_persona_408.json
408,TS9,1,human,True,true,1.0,5.0,6.0,,3,2,4,5,6,22,woman,Dutch,some_college,1,2,1,7,mixed,moderate,1,5,7,3,4,truth_source_labeled_persona_408.json
408,TS49,1,ai,True,true,1.0,6.0,5.0,,3,2,4,5,6,22,woman,Dutch,some_college,1,2,1,7,mixed,moderate,1,5,7,3,4,truth_source_labeled_persona_408.json
408,TS66,1,ai,False,false,1.0,6.0,3.0,,3,2,4,5,6,22,woman,Dutch,some_college,1,2,1,7,mixed,moderate,1,5,7,3,4,truth_source_labeled_persona_408.json
409,TS75,1,ai,False,false,1.0,6.0,2.0,,3,4,5,6,2,25,nonbinary,Dutch,some_college,3,7,3,6,mixed,moderate,6,3,2,7,7,truth_source_labeled_persona_409.json
409,TS21,1,human,False,false,1.0,2.0,4.0,,3,4,5,6,2,25,nonbinary,Dutch,some_college,3,7,3,6,mixed,moderate,6,3,2,7,7,truth_source_labeled_persona_409.json
409,TS49,1,ai,True,true,1.0,4.0,3.0,,3,4,5,6,2,25,nonbinary,Dutch,some_college,3,7,3,6,mixed,moderate,6,3,2,7,7,truth_source_labeled_persona_409.json
409,TS13,1,human,True,true,1.0,5.0,6.0,,3,4,5,6,2,25,nonbinary,Dutch,some_college,3,7,3,6,mixed,moderate,6,3,2,7,7,truth_source_labeled_persona_409.json
409,TS50,1,ai,True,true,1.0,6.0,2.0,,3,4,5,6,2,25,nonbinary,Dutch,some_college,3,7,3,6,mixed,moderate,6,3,2,7,7,truth_source_labeled_persona_409.json
410,TS42,1,ai,True,unsure,,4.0,3.0,,3,3,4,5,2,22,nonbinary,US,high_school_or_equivalent,3,3,1,3,analytical,moderate,4,5,3,1,5,truth_source_labeled_persona_410.json
410,TS35,1,human,False,unsure,,4.0,6.0,,3,3,4,5,2,22,nonbinary,US,high_school_or_equivalent,3,3,1,3,analytical,moderate,4,5,3,1,5,truth_source_labeled_persona_410.json
410,TS20,1,human,False,false,1.0,5.0,6.0,,3,3,4,5,2,22,nonbinary,US,high_school_or_equivalent,3,3,1,3,analytical,moderate,4,5,3,1,5,truth_source_labeled_persona_410.json
410,TS50,1,ai,True,true,1.0,4.0,5.0,,3,3,4,5,2,22,nonbinary,US,high_school_or_equivalent,3,3,1,3,analytical,moderate,4,5,3,1,5,truth_source_labeled_persona_410.json
410,TS31,1,human,False,false,1.0,3.0,4.0,,3,3,4,5,2,22,nonbinary,US,high_school_or_equivalent,3,3,1,3,analytical,moderate,4,5,3,1,5,truth_source_labeled_persona_410.json
411,TS21,1,human,False,false,1.0,4.0,3.0,,4,2,6,5,3,24,prefer_not_to_say,US,some_college,7,2,4,4,mixed,high,4,1,7,4,4,truth_source_labeled_persona_411.json
411,TS66,1,ai,False,false,1.0,6.0,2.0,,4,2,6,5,3,24,prefer_not_to_say,US,some_college,7,2,4,4,mixed,high,4,1,7,4,4,truth_source_labeled_persona_411.json
411,TS31,1,human,False,false,1.0,6.0,3.0,,4,2,6,5,3,24,prefer_not_to_say,US,some_college,7,2,4,4,mixed,high,4,1,7,4,4,truth_source_labeled_persona_411.json
411,TS50,1,ai,True,true,1.0,4.0,2.0,,4,2,6,5,3,24,prefer_not_to_say,US,some_college,7,2,4,4,mixed,high,4,1,7,4,4,truth_source_labeled_persona_411.json
411,TS49,1,ai,True,true,1.0,6.0,5.0,,4,2,6,5,3,24,prefer_not_to_say,US,some_college,7,2,4,4,mixed,high,4,1,7,4,4,truth_source_labeled_persona_411.json
412,TS49,1,ai,True,true,1.0,4.0,2.0,,6,2,5,4,3,24,nonbinary,US,some_college,6,2,3,5,intuitive,moderate,7,3,1,7,3,truth_source_labeled_persona_412.json
412,TS20,1,human,False,false,1.0,6.0,4.0,,6,2,5,4,3,24,nonbinary,US,some_college,6,2,3,5,intuitive,moderate,7,3,1,7,3,truth_source_labeled_persona_412.json
412,TS66,1,ai,False,false,1.0,6.0,2.0,,6,2,5,4,3,24,nonbinary,US,some_college,6,2,3,5,intuitive,moderate,7,3,1,7,3,truth_source_labeled_persona_412.json
412,TS50,1,ai,True,true,1.0,6.0,5.0,,6,2,5,4,3,24,nonbinary,US,some_college,6,2,3,5,intuitive,moderate,7,3,1,7,3,truth_source_labeled_persona_412.json
412,TS31,1,human,False,false,1.0,5.0,4.0,,6,2,5,4,3,24,nonbinary,US,some_college,6,2,3,5,intuitive,moderate,7,3,1,7,3,truth_source_labeled_persona_412.json
413,TS13,1,human,True,true,1.0,4.0,5.0,,6,3,4,5,6,23,man,Australian,bachelors_degree,6,3,1,6,mixed,low,2,3,1,1,5,truth_source_labeled_persona_413.json
413,TS21,1,human,False,false,1.0,3.0,4.0,,6,3,4,5,6,23,man,Australian,bachelors_degree,6,3,1,6,mixed,low,2,3,1,1,5,truth_source_labeled_persona_413.json
